"포인트 wkt","시설물 id","시군구 코드","시군구명","읍면동 코드","읍면동명","시설코드","안심귀갓길 아이디","안심귀갓길 명","설치대수","비고","관리기관","전화번호","조성년월","시설물 최종점검일(사용안함)","세부위치설명","데이터 기준일자","이미지명"
"POINT(127.01046196171520819 37.6423682202893275)","1130510300_17_P03","1130500000","서울특별시 강북구","1130510300","수유동","304","1130510300_17","강북안심17","1","","","","","","진주빌라 가동 앞","20221005","1130510300_17_P03_304.jpeg"
"POINT(127.01045799999999986 37.64234400000000136)","1130510300_17_P04","1130500000","서울특별시 강북구","1130510300","수유동","303","1130510300_17","강북안심17","1","","강북경찰서","02-944-4454","","","진주빌라 가동 앞","20221005","1130510300_17_P04_303.jpeg"
"POINT(127.01045799999999986 37.64234400000000136)","1130510300_17_P05","1130500000","서울특별시 강북구","1130510300","수유동","307","1130510300_17","강북안심17","1","","강북경찰서 인수파출소","02-944-4163","","","진주빌라 가동 앞","20221005","1130510300_17_P05_307.jpeg"
"POINT(127.01045799999999986 37.64234400000000136)","1130510300_17_P06","1130500000","서울특별시 강북구","1130510300","수유동","305","1130510300_17","강북안심17","1","","","","","","진주빌라 가동 앞","20221005","1130510300_17_P06_305.jpeg"
"POINT(127.01042700000000707 37.64234100000000183)","1130510300_17_P07","1130500000","서울특별시 강북구","1130510300","수유동","303","1130510300_17","강북안심17","1","","강북경찰서","02-944-4454","","","진주빌라 가동 앞","20221005","1130510300_17_P07_303.jpeg"
"POINT(127.01027084985960869 37.64234358771926026)","1130510300_17_P08","1130500000","서울특별시 강북구","1130510300","수유동","305","1130510300_17","강북안심17","2","","","","","","경성빌라 가동 앞","20221005","1130510300_17_P08_305.jpeg"
"POINT(127.00973100270425675 37.6423803819558529)","1130510300_17_P09","1130500000","서울특별시 강북구","1130510300","수유동","305","1130510300_17","강북안심17","1","","","","","","","20221005","1130510300_17_P09_305.jpeg"
"POINT(127.00954699999999775 37.64229199999999764)","1130510300_17_P10","1130500000","서울특별시 강북구","1130510300","수유동","305","1130510300_17","강북안심17","1","","","","","","진영71 입구옆 보안등","20221005","1130510300_17_P10_305.jpeg"
"POINT(127.00932454635761815 37.64219959077320254)","1130510300_17_P11","1130500000","서울특별시 강북구","1130510300","수유동","304","1130510300_17","강북안심17","1","","","","","","청화빌라 앞","20221005","1130510300_17_P11_304.jpeg"
"POINT(127.00930599999999515 37.64215699999999742)","1130510300_17_P12","1130500000","서울특별시 강북구","1130510300","수유동","307","1130510300_17","강북안심17","1","","강북경찰서 인수파출소","02-944-4163","","","청화빌라 앞","20221005","1130510300_17_P12_307.jpeg"
"POINT(127.00930599999999515 37.64215699999999742)","1130510300_17_P13","1130500000","서울특별시 강북구","1130510300","수유동","305","1130510300_17","강북안심17","1","","","","","","청화빌라 앞","20221005","1130510300_17_P13_305.jpeg"
"POINT(127.00895300000000532 37.64206999999999681)","1130510300_17_P14","1130500000","서울특별시 강북구","1130510300","수유동","301","1130510300_17","강북안심17","1","","","","","","홍익주택앞","20221005","1130510300_17_P14_301.jpeg"
"POINT(127.00895300000000532 37.64206999999999681)","1130510300_17_P15","1130500000","서울특별시 강북구","1130510300","수유동","302","1130510300_17","강북안심17","1","방범용 CCTV","U-강북구 통합관제센터","02-901-7262","","","홍익주택앞","20221005","1130510300_17_P15_302.jpeg"
"POINT(127.00895099999999616 37.64207300000000345)","1130510300_17_P16","1130500000","서울특별시 강북구","1130510300","수유동","305","1130510300_17","강북안심17","1","","","","","","홍익주택앞","20221005","1130510300_17_P16_305.jpeg"
"POINT(127.00896478443064552 37.6421887922012175)","1130510300_17_P17","1130500000","서울특별시 강북구","1130510300","수유동","308","1130510300_17","강북안심17","1","308_특별순찰구역","강북경찰서 인수파출소","02-944-4163","","","인수마을마당공원 옆","20221005","1130510300_17_P17_308.jpeg"
"POINT(127.00887081369793918 37.64235139028878763)","1130510300_17_P18","1130500000","서울특별시 강북구","1130510300","수유동","304","1130510300_17","강북안심17","1","","","","","","진주빌라A동 앞","20221005","1130510300_17_P18_304.jpeg"
"POINT(127.00882624071122962 37.64239179287535109)","1130510300_17_P19","1130500000","서울특별시 강북구","1130510300","수유동","303","1130510300_17","강북안심17","1","","강북경찰서","02-944-4454","","","진주빌라A동 앞","20221005","1130510300_17_P19_303.jpeg"
"POINT(127.00882624071122962 37.64239179287535109)","1130510300_17_P20","1130500000","서울특별시 강북구","1130510300","수유동","307","1130510300_17","강북안심17","1","","강북경찰서 인수파출소","02-944-4163","","","진주빌라A동 앞","20221005","1130510300_17_P20_307.jpeg"
"POINT(127.00882624071122962 37.64239179287535109)","1130510300_17_P21","1130500000","서울특별시 강북구","1130510300","수유동","305","1130510300_17","강북안심17","2","","","","","","진주빌라A동 앞","20221005","1130510300_17_P21_305.jpeg"
"POINT(127.0087299999999999 37.64261100000000226)","1130510300_17_P22","1130500000","서울특별시 강북구","1130510300","수유동","305","1130510300_17","강북안심17","1","","","","","","진영5동 앞","20221005","1130510300_17_P22_305.jpeg"
"POINT(127.00860000000000127 37.64288200000000018)","1130510300_17_P23","1130500000","서울특별시 강북구","1130510300","수유동","305","1130510300_17","강북안심17","1","","","","","","경남빌라 앞","20221005","1130510300_17_P23_305.jpeg"
"POINT(127.00844758727859585 37.64310403984286779)","1130510300_17_P24","1130500000","서울특별시 강북구","1130510300","수유동","304","1130510300_17","강북안심17","1","","","","","","형제슈퍼 앞","20221005","1130510300_17_P24_304.jpeg"
"POINT(127.00849978556132669 37.64312658628720953)","1130510300_17_P25","1130500000","서울특별시 강북구","1130510300","수유동","301","1130510300_17","강북안심17","1","","","","","","형제슈퍼 앞","20221005","1130510300_17_P25_301.jpeg"
"POINT(127.00849978556132669 37.64312658628720953)","1130510300_17_P26","1130500000","서울특별시 강북구","1130510300","수유동","302","1130510300_17","강북안심17","1","","U-강북구 통합관제센터","02-901-7262","","","형제슈퍼 앞","20221005","1130510300_17_P26_302.jpeg"
"POINT(127.00850302500906253 37.64311305590606338)","1130510300_17_P27","1130500000","서울특별시 강북구","1130510300","수유동","305","1130510300_17","강북안심17","1","","","","","","형제슈퍼 앞","20221005","1130510300_17_P27_305.jpeg"
"POINT(127.00850302500906253 37.64311305590606338)","1130510300_17_P28","1130500000","서울특별시 강북구","1130510300","수유동","307","1130510300_17","강북안심17","1","","강북경찰서 인수파출소","02-944-4163","","","형제슈퍼 앞","20221005","1130510300_17_P28_307.jpeg"
"POINT(127.00808962275927172 37.6430038015916324)","1130510300_17_P29","1130500000","서울특별시 강북구","1130510300","수유동","303","1130510300_17","강북안심17","1","","강북경찰서","02-944-4454","","","","20221005","1130510300_17_P29_303.jpeg"
"POINT(127.00808962275927172 37.6430038015916324)","1130510300_17_P30","1130500000","서울특별시 강북구","1130510300","수유동","307","1130510300_17","강북안심17","1","","강북경찰서 인수파출소","02-944-4163","","","","20221005","1130510300_17_P30_307.jpeg"
"POINT(127.00808962275927172 37.6430038015916324)","1130510300_17_P31","1130500000","서울특별시 강북구","1130510300","수유동","305","1130510300_17","강북안심17","2","","","","","","","20221005","1130510300_17_P31_305.jpeg"
"POINT(127.00808462275927013 37.64303080159163528)","1130510300_17_P32","1130500000","서울특별시 강북구","1130510300","수유동","304","1130510300_17","강북안심17","1","","","","","","","20221005","1130510300_17_P32_304.jpeg"
"POINT(127.00777300000000025 37.6428939999999983)","1130510300_17_P33","1130500000","서울특별시 강북구","1130510300","수유동","305","1130510300_17","강북안심17","2","","","","","","그린섬유 앞","20221005","1130510300_17_P33_305.jpeg"
"POINT(127.00775199999999643 37.64290299999999689)","1130510300_17_P34","1130500000","서울특별시 강북구","1130510300","수유동","301","1130510300_17","강북안심17","1","","","","","","그린섬유 앞","20221005","1130510300_17_P34_301.jpeg"
"POINT(127.00775199999999643 37.64290299999999689)","1130510300_17_P35","1130500000","서울특별시 강북구","1130510300","수유동","302","1130510300_17","강북안심17","1","방범용 CCTV","U-강북구 통합관제센터","02-901-7262","","","그린섬유 앞","20221005","1130510300_17_P35_302.jpeg"
"POINT(127.00709107361275585 37.64248985615817844)","1130510300_17_P36","1130500000","서울특별시 강북구","1130510300","수유동","304","1130510300_17","강북안심17","1","","","","","","수유현대빌라 4동앞","20221005","1130510300_17_P36_304.jpeg"
"POINT(127.00710800000000233 37.64246800000000093)","1130510300_17_P37","1130500000","서울특별시 강북구","1130510300","수유동","307","1130510300_17","강북안심17","1","","강북경찰서 인수파출소","02-944-4163","","","수유현대빌라 4동앞","20221005","1130510300_17_P37_307.jpeg"
"POINT(127.00710800000000233 37.64246800000000093)","1130510300_17_P38","1130500000","서울특별시 강북구","1130510300","수유동","305","1130510300_17","강북안심17","1","","","","","","수유현대빌라 4동앞","20221005","1130510300_17_P38_305.jpeg"
"POINT(127.0065269365460523 37.64227605749897521)","1130510300_17_P39","1130500000","서울특별시 강북구","1130510300","수유동","301","1130510300_17","강북안심17","1","","","","","","수유현대빌라 3동앞","20221005","1130510300_17_P39_301.jpeg"
"POINT(127.0065269365460523 37.64227605749897521)","1130510300_17_P40","1130500000","서울특별시 강북구","1130510300","수유동","302","1130510300_17","강북안심17","1","방범용 CCTV","U-강북구 통합관제센터","02-901-7262","","","수유현대빌라 3동앞","20221005","1130510300_17_P40_302.jpeg"
"POINT(127.0065269365460523 37.64227605749897521)","1130510300_17_P41","1130500000","서울특별시 강북구","1130510300","수유동","305","1130510300_17","강북안심17","1","","","","","","수유현대빌라 3동앞","20221005","1130510300_17_P41_305.jpeg"
"POINT(127.00607100000000571 37.64219899999999797)","1130510300_17_P42","1130500000","서울특별시 강북구","1130510300","수유동","305","1130510300_17","강북안심17","1","","","","","","수유현대빌라 1동앞","20221005","1130510300_17_P42_305.jpeg"
"POINT(127.00591200092220845 37.64221832330903084)","1130510300_17_P43","1130500000","서울특별시 강북구","1130510300","수유동","305","1130510300_17","강북안심17","1","","","","","","수유현대빌라 1동앞","20221005","1130510300_17_P43_305.jpeg"
"POINT(127.00556128843979309 37.64214366168867087)","1130510300_17_P44","1130500000","서울특별시 강북구","1130510300","수유동","304","1130510300_17","강북안심17","1","","","","","","풀내음전통차 앞","20221005","1130510300_17_P44_304.jpeg"
"POINT(127.00555408842546967 37.64211905780949508)","1130510300_17_P45","1130500000","서울특별시 강북구","1130510300","수유동","307","1130510300_17","강북안심17","1","","강북경찰서 인수파출소","02-944-4163","","","풀내음전통차 앞","20221005","1130510300_17_P45_307.jpeg"
"POINT(127.00555408842546967 37.64211905780949508)","1130510300_17_P46","1130500000","서울특별시 강북구","1130510300","수유동","305","1130510300_17","강북안심17","1","","","","","","풀내음전통차 앞","20221005","1130510300_17_P46_305.jpeg"
"POINT(127.0055370000000039 37.64217800000000125)","1130510300_17_P47","1130500000","서울특별시 강북구","1130510300","수유동","301","1130510300_17","강북안심17","1","","","","","","풀내음전통차 앞","20221005","1130510300_17_P47_301.jpeg"
"POINT(127.0055370000000039 37.64217800000000125)","1130510300_17_P48","1130500000","서울특별시 강북구","1130510300","수유동","302","1130510300_17","강북안심17","1","방범용 CCTV","U-강북구 통합관제센터","02-901-7262","","","풀내음전통차 앞","20221005","1130510300_17_P48_302.jpeg"
"POINT(127.01304485002833644 37.65602205831854832)","1130510400_11_P01","1130500000","서울특별시 강북구","1130510400","우이동","305","1130510400_11","강북안심11","1","","","","","","공릉동원조멸치국수 우이점 앞","20221005","1130510400_11_P01_305.jpeg"
"POINT(127.01257138855183371 37.65616237215474627)","1130510400_11_P02","1130500000","서울특별시 강북구","1130510400","우이동","304","1130510400_11","강북안심11","1","","","","","","금강산낙지마을 앞","20221005","1130510400_11_P02_304.jpeg"
"POINT(127.01261484811595892 37.65619073504902303)","1130510400_11_P03","1130500000","서울특별시 강북구","1130510400","우이동","307","1130510400_11","강북안심11","1","","강북경찰서 수유2파출소","02-933-2031","","","금강산낙지마을 앞","20221005","1130510400_11_P03_307.jpeg"
"POINT(127.01261484811595892 37.65619073504902303)","1130510400_11_P04","1130500000","서울특별시 강북구","1130510400","우이동","305","1130510400_11","강북안심11","1","","","","","","금강산낙지마을 앞","20221005","1130510400_11_P04_305.jpeg"
"POINT(127.01261484811595892 37.65619073504902303)","1130510400_11_P05","1130500000","서울특별시 강북구","1130510400","우이동","302","1130510400_11","강북안심11","3","방범용 CCTV","u-강북구 통합관제센터","02-901-7262","","","금강산낙지마을 앞","20221005","1130510400_11_P05_302.jpeg"
"POINT(127.01261484811595892 37.65619073504902303)","1130510400_11_P06","1130500000","서울특별시 강북구","1130510400","우이동","301","1130510400_11","강북안심11","1","","","","","","금강산낙지마을 앞","20221005","1130510400_11_P06_301.jpeg"
"POINT(127.01246930192010609 37.65627420661090241)","1130510400_11_P07","1130500000","서울특별시 강북구","1130510400","우이동","305","1130510400_11","강북안심11","1","","","","","","카페라움 앞","20221005","1130510400_11_P07_305.jpeg"
"POINT(127.01229909778965066 37.65641976274965685)","1130510400_11_P08","1130500000","서울특별시 강북구","1130510400","우이동","304","1130510400_11","강북안심11","1","차에 가려짐","","","","","귀빈세탁소 앞","20221005","1130510400_11_P08_304.jpeg"
"POINT(127.01231730299571154 37.65644700056974159)","1130510400_11_P09","1130500000","서울특별시 강북구","1130510400","우이동","305","1130510400_11","강북안심11","2","","","","","","귀빈세탁소 앞","20221005","1130510400_11_P09_305.jpeg"
"POINT(127.0119845444397555 37.65659320517588071)","1130510400_11_P10","1130500000","서울특별시 강북구","1130510400","우이동","305","1130510400_11","강북안심11","1","","","","","","","20221005","1130510400_11_P10_305.jpeg"
"POINT(127.01186787026887259 37.65664313089808957)","1130510400_11_P11","1130500000","서울특별시 강북구","1130510400","우이동","304","1130510400_11","강북안심11","1","","","","","","우이동공영주차장 앞","20221005","1130510400_11_P11_304.jpeg"
"POINT(127.0118679107094124 37.65669032496721513)","1130510400_11_P12","1130500000","서울특별시 강북구","1130510400","우이동","307","1130510400_11","강북안심11","1","","강북경찰서 수유2파출소","02-933-2031","","","우이동공영주차장 앞","20221005","1130510400_11_P12_307.jpeg"
"POINT(127.0118679107094124 37.65669032496721513)","1130510400_11_P13","1130500000","서울특별시 강북구","1130510400","우이동","305","1130510400_11","강북안심11","1","","","","","","우이동공영주차장 앞","20221005","1130510400_11_P13_305.jpeg"
"POINT(127.01177699999999504 37.65687900000000354)","1130510400_11_P14","1130500000","서울특별시 강북구","1130510400","우이동","305","1130510400_11","강북안심11","1","","","","","","우이동공영주차장 앞","20221005","1130510400_11_P14_305.jpeg"
"POINT(127.01166845616592127 37.65711232410193787)","1130510400_11_P15","1130500000","서울특별시 강북구","1130510400","우이동","305","1130510400_11","강북안심11","1","","","","","","","20221005","1130510400_11_P15_305.jpeg"
"POINT(127.01153603543804138 37.65728250494615992)","1130510400_11_P16","1130500000","서울특별시 강북구","1130510400","우이동","305","1130510400_11","강북안심11","1","","","","","","","20221005","1130510400_11_P16_305.jpeg"
"POINT(127.01156740414954527 37.65726101552707661)","1130510400_11_P17","1130500000","서울특별시 강북구","1130510400","우이동","304","1130510400_11","강북안심11","1","차에 가려짐","","","","","우이화실 앞","20221005","1130510400_11_P17_304.jpeg"
"POINT(127.01158782822037097 37.65733594307264553)","1130510400_11_P18","1130500000","서울특별시 강북구","1130510400","우이동","307","1130510400_11","강북안심11","1","","강북경찰서 수유2파출소","02-933-2031","","","우이화실 앞","20221005","1130510400_11_P18_307.jpeg"
"POINT(127.01158782822037097 37.65733594307264553)","1130510400_11_P19","1130500000","서울특별시 강북구","1130510400","우이동","305","1130510400_11","강북안심11","1","","","","","","우이화실 앞","20221005","1130510400_11_P19_305.jpeg"
"POINT(127.0115729999999985 37.65744399999999814)","1130510400_11_P20","1130500000","서울특별시 강북구","1130510400","우이동","302","1130510400_11","강북안심11","2","방범용 CCTV","u-강북구 통합관제센터","02-901-7262","","","","20221005","1130510400_11_P20_302.jpeg"
"POINT(127.0115729999999985 37.65744399999999814)","1130510400_11_P21","1130500000","서울특별시 강북구","1130510400","우이동","305","1130510400_11","강북안심11","2","","","","","","","20221005","1130510400_11_P21_305.jpeg"
"POINT(127.0115729999999985 37.65744399999999814)","1130510400_11_P22","1130500000","서울특별시 강북구","1130510400","우이동","301","1130510400_11","강북안심11","1","","","","","","","20221005","1130510400_11_P22_301.jpeg"
"POINT(127.01174077583067401 37.65766540565174125)","1130510400_11_P23","1130500000","서울특별시 강북구","1130510400","우이동","304","1130510400_11","강북안심11","1","","","","","","","20221005","1130510400_11_P23_304.jpeg"
"POINT(127.01173099999999749 37.65769600000000139)","1130510400_11_P24","1130500000","서울특별시 강북구","1130510400","우이동","307","1130510400_11","강북안심11","1","","강북경찰서 수유2파출소","02-933-2031","","","","20221005","1130510400_11_P24_307.jpeg"
"POINT(127.01173099999999749 37.65769600000000139)","1130510400_11_P25","1130500000","서울특별시 강북구","1130510400","우이동","305","1130510400_11","강북안심11","2","","","","","","","20221005","1130510400_11_P25_305.jpeg"
"POINT(127.01191400000000442 37.65773699999999735)","1130510400_11_P26","1130500000","서울특별시 강북구","1130510400","우이동","305","1130510400_11","강북안심11","2","","","","","","","20221005","1130510400_11_P26_305.jpeg"
"POINT(127.01207399999999836 37.65811399999999765)","1130510400_11_P27","1130500000","서울특별시 강북구","1130510400","우이동","302","1130510400_11","강북안심11","2","방범용 CCTV","u-강북구 통합관제센터","02-901-7262","","","CU우이상아점 앞","20221005","1130510400_11_P27_302.jpeg"
"POINT(127.01207399999999836 37.65811399999999765)","1130510400_11_P28","1130500000","서울특별시 강북구","1130510400","우이동","301","1130510400_11","강북안심11","1","","","","","","CU우이상아점 앞","20221005","1130510400_11_P28_301.jpeg"
"POINT(127.01207399999999836 37.65811399999999765)","1130510400_11_P29","1130500000","서울특별시 강북구","1130510400","우이동","305","1130510400_11","강북안심11","2","","","","","","CU우이상아점 앞","20221005","1130510400_11_P29_305.jpeg"
"POINT(127.01209284292185941 37.65816498679109259)","1130510400_11_P30","1130500000","서울특별시 강북구","1130510400","우이동","304","1130510400_11","강북안심11","1","","","","","","CU우이상아점 앞","20221005","1130510400_11_P30_304.jpeg"
"POINT(127.01167700000000593 37.65837599999999696)","1130510400_11_P31","1130500000","서울특별시 강북구","1130510400","우이동","305","1130510400_11","강북안심11","1","","","","","","","20221005","1130510400_11_P31_305.jpeg"
"POINT(127.01149739849385867 37.65843442169278887)","1130510400_11_P32","1130500000","서울특별시 강북구","1130510400","우이동","304","1130510400_11","강북안심11","1","","","","","","","20221005","1130510400_11_P32_304.jpeg"
"POINT(127.01145200000000557 37.65840800000000144)","1130510400_11_P33","1130500000","서울특별시 강북구","1130510400","우이동","305","1130510400_11","강북안심11","1","","","","","","","20221005","1130510400_11_P33_305.jpeg"
"POINT(127.01145200000000557 37.65840800000000144)","1130510400_11_P34","1130500000","서울특별시 강북구","1130510400","우이동","307","1130510400_11","강북안심11","1","","강북경찰서 수유2파출소","02-933-2031","","","","20221005","1130510400_11_P34_307.jpeg"
"POINT(127.01135999999999626 37.65859100000000126)","1130510400_11_P35","1130500000","서울특별시 강북구","1130510400","우이동","305","1130510400_11","강북안심11","1","","","","","","만복슈퍼 앞","20221005","1130510400_11_P35_305.jpeg"
"POINT(127.01135999999999626 37.65859100000000126)","1130510400_11_P36","1130500000","서울특별시 강북구","1130510400","우이동","302","1130510400_11","강북안심11","1","","","","","","만복슈퍼 앞","20221005","1130510400_11_P36_302.jpeg"
"POINT(127.01129400000000658 37.65863600000000133)","1130510400_11_P37","1130500000","서울특별시 강북구","1130510400","우이동","305","1130510400_11","강북안심11","1","","","","","","만복슈퍼 앞","20221005","1130510400_11_P37_305.jpeg"
"POINT (127.040356 37.658524)","1132010500_10_P01","1132000000","서울특별시 도봉구","1132010500","쌍문동","305","1132010500_10","도봉안심10","2","","","","","","별난동물병원 앞","20220915","1132010500_10_P01_305.jpeg"
"POINT (127.040356 37.658524)","1132010500_10_P02","1132000000","서울특별시 도봉구","1132010500","쌍문동","307","1132010500_10","도봉안심10","1","","도봉경찰서 쌍문파출소","02-2289-9871~3","","","별난동물병원 앞","20220915","1132010500_10_P02_307.jpeg"
"POINT (127.040356 37.658524)","1132010500_10_P03","1132000000","서울특별시 도봉구","1132010500","쌍문동","303","1132010500_10","도봉안심10","1","","서울도봉경찰서","02-2289-9424","","","별난동물병원 앞","20220915","1132010500_10_P03_303.jpeg"
"POINT (127.040336 37.65851)","1132010500_10_P04","1132000000","서울특별시 도봉구","1132010500","쌍문동","304","1132010500_10","도봉안심10","1","","","","","","별난동물병원 앞","20220915","1132010500_10_P04_304.jpeg"
"POINT (127.039838 37.658716)","1132010500_10_P05","1132000000","서울특별시 도봉구","1132010500","쌍문동","305","1132010500_10","도봉안심10","1","","","","","","","20220915","1132010500_10_P05_305.jpeg"
"POINT (127.039473 37.658887)","1132010500_10_P06","1132000000","서울특별시 도봉구","1132010500","쌍문동","305","1132010500_10","도봉안심10","1","","","","","","카페 칼디 앞","20220915","1132010500_10_P06_305.jpeg"
"POINT (127.039376 37.658841)","1132010500_10_P07","1132000000","서울특별시 도봉구","1132010500","쌍문동","305","1132010500_10","도봉안심10","1","","","","","","삼성공인중개사사무소 앞","20220915","1132010500_10_P07_305.jpeg"
"POINT (127.039376 37.658841)","1132010500_10_P08","1132000000","서울특별시 도봉구","1132010500","쌍문동","301","1132010500_10","도봉안심10","1","","","","","","삼성공인중개사사무소 앞","20220915","1132010500_10_P08_301.jpeg"
"POINT (127.039376 37.658841)","1132010500_10_P09","1132000000","서울특별시 도봉구","1132010500","쌍문동","302","1132010500_10","도봉안심10","2","불법주정차 단속용 CCTV","도봉구 CCTV 관제센터","02-2091-2991","","","삼성공인중개사사무소 앞","20220915","1132010500_10_P09_302.jpeg"
"POINT (127.039373 37.658962)","1132010500_10_P10","1132000000","서울특별시 도봉구","1132010500","쌍문동","305","1132010500_10","도봉안심10","1","","","","","","GS25 도봉쌍문점 앞","20220915","1132010500_10_P10_305.jpeg"
"POINT (127.039373 37.658962)","1132010500_10_P11","1132000000","서울특별시 도봉구","1132010500","쌍문동","307","1132010500_10","도봉안심10","1","","도봉경찰서 쌍문파출소","02-2289-9871~3","","","GS25 도봉쌍문점 앞","20220915","1132010500_10_P11_307.jpeg"
"POINT (127.039373 37.658962)","1132010500_10_P12","1132000000","서울특별시 도봉구","1132010500","쌍문동","303","1132010500_10","도봉안심10","1","","서울도봉경찰서","02-2289-9424","","","GS25 도봉쌍문점 앞","20220915","1132010500_10_P12_303.jpeg"
"POINT (127.03935 37.658919)","1132010500_10_P13","1132000000","서울특별시 도봉구","1132010500","쌍문동","304","1132010500_10","도봉안심10","1","","","","","","GS25 도봉쌍문점 앞","20220915","1132010500_10_P13_304.jpeg"
"POINT (127.03916 37.659132)","1132010500_10_P14","1132000000","서울특별시 도봉구","1132010500","쌍문동","305","1132010500_10","도봉안심10","1","","","","","","","20220915","1132010500_10_P14_305.jpeg"
"POINT (127.03916 37.659132)","1132010500_10_P15","1132000000","서울특별시 도봉구","1132010500","쌍문동","303","1132010500_10","도봉안심10","2","","서울도봉경찰서","02-2289-9424","","","","20220915","1132010500_10_P15_303.jpeg"
"POINT (127.039046 37.659181)","1132010500_10_P16","1132000000","서울특별시 도봉구","1132010500","쌍문동","305","1132010500_10","도봉안심10","1","","","","","","","20220915","1132010500_10_P16_305.jpeg"
"POINT (127.039046 37.659181)","1132010500_10_P17","1132000000","서울특별시 도봉구","1132010500","쌍문동","303","1132010500_10","도봉안심10","1","","서울도봉경찰서","02-2289-9424","","","","20220915","1132010500_10_P17_303.jpeg"
"POINT (127.038967 37.659349)","1132010500_10_P18","1132000000","서울특별시 도봉구","1132010500","쌍문동","305","1132010500_10","도봉안심10","2","","","","","","","20220915","1132010500_10_P18_305.jpeg"
"POINT (127.038967 37.659349)","1132010500_10_P19","1132000000","서울특별시 도봉구","1132010500","쌍문동","303","1132010500_10","도봉안심10","2","","서울도봉경찰서","02-2289-9424","","","","20220915","1132010500_10_P19_303.jpeg"
"POINT (127.0363639 37.6517857)","1132010500_11_P01","1132000000","서울특별시 도봉구","1132010500","쌍문동","307","1132010500_11","도봉안심11","1","","도봉경찰서 쌍문파출소","02-2289-9871~3","","","파리바게트 옆","20220809","1132010500_11_P01_307.jpeg"
"POINT (127.0362956 37.6518286)","1132010500_11_P02","1132000000","서울특별시 도봉구","1132010500","쌍문동","304","1132010500_11","도봉안심11","1","","","","","","파리바게트 옆","20220809","1132010500_11_P02_304.jpeg"
"POINT (127.0363639 37.6517857)","1132010500_11_P03","1132000000","서울특별시 도봉구","1132010500","쌍문동","305","1132010500_11","도봉안심11","1","","","","","","파리바게트 옆","20220809","1132010500_11_P03_305.jpeg"
"POINT (127.0360114 37.6519031)","1132010500_11_P04","1132000000","서울특별시 도봉구","1132010500","쌍문동","305","1132010500_11","도봉안심11","1","","","","","","파리바게트 옆","20220809","1132010500_11_P04_305.jpeg"
"POINT (127.035738 37.6519976)","1132010500_11_P05","1132000000","서울특별시 도봉구","1132010500","쌍문동","301","1132010500_11","도봉안심11","1","","","","","","우성굿덴탈 옆","20220809","1132010500_11_P05_301.jpeg"
"POINT (127.035738 37.6519976)","1132010500_11_P06","1132000000","서울특별시 도봉구","1132010500","쌍문동","307","1132010500_11","도봉안심11","1","","도봉경찰서 쌍문파출소","02-2289-9871~3","","","우성굿덴탈 옆","20220809","1132010500_11_P06_307.jpeg"
"POINT (127.035738 37.6519976)","1132010500_11_P07","1132000000","서울특별시 도봉구","1132010500","쌍문동","305","1132010500_11","도봉안심11","2","","","","","","우성굿덴탈 옆","20220809","1132010500_11_P07_305.jpeg"
"POINT (127.035738 37.6519976)","1132010500_11_P08","1132000000","서울특별시 도봉구","1132010500","쌍문동","302","1132010500_11","도봉안심11","4","방범용 CCTV","","","","","우성굿덴탈 옆","20220809","1132010500_11_P08_302.jpeg"
"POINT (127.0356877 37.6520405)","1132010500_11_P09","1132000000","서울특별시 도봉구","1132010500","쌍문동","304","1132010500_11","도봉안심11","1","","","","","","우성굿덴탈 옆","20220809","1132010500_11_P09_304.jpeg"
"POINT (127.0352236 37.6521865)","1132010500_11_P10","1132000000","서울특별시 도봉구","1132010500","쌍문동","307","1132010500_11","도봉안심11","1","","도봉경찰서 쌍문파출소","02-2289-9871~3","","","우성굿덴탈 옆","20220809","1132010500_11_P10_307.jpeg"
"POINT (127.03522 37.6522094)","1132010500_11_P11","1132000000","서울특별시 도봉구","1132010500","쌍문동","304","1132010500_11","도봉안심11","1","","","","","","우성굿덴탈 옆","20220809","1132010500_11_P11_304.jpeg"
"POINT (127.0352236 37.6521865)","1132010500_11_P12","1132000000","서울특별시 도봉구","1132010500","쌍문동","305","1132010500_11","도봉안심11","1","","","","","","훼미리마트 쌍문역점 앞","20220809","1132010500_11_P12_305.jpeg"
"POINT (127.0351157 37.6522352)","1132010500_11_P13","1132000000","서울특별시 도봉구","1132010500","쌍문동","305","1132010500_11","도봉안심11","1","","","","","","훼미리마트 쌍문역점 앞","20220809","1132010500_11_P13_305.jpeg"
"POINT (127.0347308 37.6523869)","1132010500_11_P14","1132000000","서울특별시 도봉구","1132010500","쌍문동","304","1132010500_11","도봉안심11","1","","","","","","보광데코빌B동 앞","20220809","1132010500_11_P14_304.jpeg"
"POINT (127.0347272 37.6523726)","1132010500_11_P15","1132000000","서울특별시 도봉구","1132010500","쌍문동","307","1132010500_11","도봉안심11","1","","도봉경찰서 쌍문파출소","02-2289-9871~3","","","호호분식 앞","20220809","1132010500_11_P15_307.jpeg"
"POINT (127.0347272 37.6523726)","1132010500_11_P16","1132000000","서울특별시 도봉구","1132010500","쌍문동","305","1132010500_11","도봉안심11","1","","","","","","호호분식 앞","20220809","1132010500_11_P16_305.jpeg"
